one_star_rating,two_star_rating,three_star_rating,four_star_rating,five_star_rating,accessible_rooms,air_conditioning,airport_transportation,bar_lounge,breakfast_available,breakfast_buffet,breakfast_included,business_center,concierge,dry_cleaning,facilities_for_disabled_guests,family_rooms,fitness_center,free_airport_transportation,free_internet,free_parking,free_wifi,heated_pool,hot_tub,housekeeping,indoor_pool,internet,kitchenette,laundry_service,meeting_rooms,multilingual_staff,nonSmoking_hotel,nonSmoking_rooms,parking,pets_allowed,pool,public_wifi,restaurant,rooftop_bar,rooftop_terrace,room_service,self_serve_laundry,shuttle_bus_service,spa,suites,tennis_court,wheelchair_access,wifi,address,latitude,locality,longitude,name,phone,rating,review_num,star,street_address,web,price,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
40,43,151,783,1289,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"201 West 79th Street, New York City, NY 10024-6200",40.7834267,"New York City, NY 10024-6200",-73.9784952,The Lucerne Hotel,18004928122,4.5,2480,4,201 West 79th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=99281&url=1,316,NYLO New York City,La Quinta Inn & Suites New York City Central Park,Hotel Belleclaire,Hotel Beacon,Belnord Hotel,West Side YMCA,JW Marriott Essex House New York,Excelsior Hotel,Park Hyatt New York,Salisbury Hotel,331,299,297,325,173,140,629,292,1100,251
15,38,107,424,1078,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"15 Gold Street, Main Entrance on Platt Street, New York City, NY 10038-4803",40.7079177,"New York City, NY 10038-4803",-74.0072143,"Gild Hall, a Thompson Hotel",2122327700,4.5,1824,4,"15 Gold Street, Main Entrance on Platt Street",https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=122014&url=1,449,AKA Wall Street,Holiday Inn Express New York City-Wall Street,Q&A Residential Hotel,Four Points by Sheraton New York Downtown,Aloft Manhattan Downtown Financial District,"The Beekman, A Thompson Hotel",Andaz Wall Street,Eurostars Wall Street,"Club Quarters Hotel, Wall Street",Holiday Inn New York City - Wall Street,455,354,429,389,359,495,376,230,296,300
43,51,270,1013,1015,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"145 E 39th Street, New York City, NY 10016-0913",40.749354,"New York City, NY 10016-0913",-73.9765291,Pod 39 Hotel,,4,3604,3,145 E 39th Street,,214,Seton Hotel,Grand Hyatt New York,"The Renwick Hotel New York City, Curio Collection by Hilton",Shelburne NYC-an Affinia hotel,The Roosevelt Hotel,The Tuscany - A St Giles Signature Hotel,Hilton New York Grand Central,Hotel Boutique At Grand Central,Fitzpatrick Grand Central,The Gotham Hotel,290,833,588,356,287,445,359,413,358,351
82,84,173,263,113,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"242 W 49th St, New York City, NY 10019-7405",40.7611716,"New York City, NY 10019-7405",-73.9859643,Mayfair Hotel,,3.5,951,3,242 W 49th St,,222,The Gallivant Times Square,The Pearl Hotel,Hotel Edison Times Square,W New York - Times Square,The Time New York,Hampton Inn Manhattan-Times Square North,New York Marriott Marquis,Amsterdam Court Hotel,Hilton Garden Inn Times Square,citizenM New York Times Square,309,440,254,449,449,297,404,241,320,304
56,60,105,356,482,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"307 W 46th St, New York City, NY 10036-3810",40.7601696,"New York City, NY 10036-3810",-73.9881606,Hotel Riu Plaza New York Times Square,18887484990,4,2569,4,307 W 46th St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=8515751&url=0,339,Econo Lodge Times Square,City Rooms NYC - Times Square,Row NYC Hotel,Belvedere Hotel,Paramount Hotel Times Square New York,The Westin New York at Times Square,Hotel Shocard at Times Square,Hampton Inn Manhattan / Times Square Central,Hilton Garden Inn Times Square,InterContinental New York Times Square,239,234,278,341,257,474,289,351,320,379
87,113,241,487,767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,"160 Central Park S, New York City, NY 10019-1502",40.7660165,"New York City, NY 10019-1502",-73.9786411,JW Marriott Essex House New York,18446310595,4,1905,4,160 Central Park S,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=455186&url=0,629,Salisbury Hotel,Viceroy Central Park New York,Park Hyatt New York,Parker New York,West 57th Street by Hilton Club,New York Hilton Midtown,The Hilton Club - New York,the Quin,Baccarat Hotel & Residences New York,Wellington Hotel,251,479,1100,429,609,406,395,518,1295,273
4,6,10,70,513,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"123 Nassau St, New York City, NY 10038-2415",40.7112294,"New York City, NY 10038-2415",-74.0067386,"The Beekman, A Thompson Hotel",2122332300,5,660,5,123 Nassau St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=8615610&url=1,495,Aloft Manhattan Downtown Financial District,"Gild Hall, a Thompson Hotel",Four Points by Sheraton New York Downtown,AKA Wall Street,Duane Street Hotel,Holiday Inn Express New York City-Wall Street,Q&A Residential Hotel,Eurostars Wall Street,Andaz Wall Street,Four Seasons Hotel New York Downtown,359,449,389,455,395,354,429,230,376,890
12,21,78,364,584,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"325 W 33rd St, New York City, NY 10001-2702",40.75225,"New York City, NY 10001-2702",-73.9951269,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,18446310595,4.5,1497,3,325 W 33rd St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=3613090&url=0,391,TRYP HOTEL NYC - Times Square South by Wyndham,Midtown West Hotel,Doubletree By Hilton - Times Square South,Cassa Hotel Times Square,EVEN Hotel Times Square South,Crowne Plaza HY36 Midtown Manhattan,Hilton Garden Inn New York Times Square South,The New Yorker A Wyndham Hotel,YOTEL New York,"Homewood Suites by Hilton New York/Midtown Manhattan Times Square-South, NY",289,206,287,285,460,309,263,296,260,377
289,373,894,2464,3838,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"1605 Broadway, New York City, NY 10019-7406",40.7604794,"New York City, NY 10019-7406",-73.9849682,Crowne Plaza Times Square Manhattan,18778595095,4,10220,4,1605 Broadway,https://tripadvisor.com/Commerce?p=IHG&src=40793574&geo=93454&from=Hotel_Review&area=URL_HOTEL&slot=1&matchID=1&oos=0&cnt=1&silo=30734&bucket=878220&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=102962929&managed=false&capped=false&gosox=bgdyf-ddsn1IeOj7xjxjNylZlF5Um4lX3gmdJUBKoxATMPA7e8r_-N6c-lL1W5S-nXtoLqXe9nttirIRlcSgFVkZB4D55CUmufrQXC4sRZw&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=4&inYear=2018&outMonth=4&outYear=2018&def_d=true&cs=160808c946e4e60c8c156d3bf0103198a,403,citizenM New York Times Square,The Time New York,Amsterdam Court Hotel,The Pearl Hotel,DoubleTree Suites by Hilton Hotel New York City - Times Square,W New York - Times Square,Renaissance New York Times Square Hotel,Millennium Broadway New York Times Square,Mayfair Hotel,Night Theater District,304,449,241,440,364,449,417,322,222,239
117,100,378,993,686,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"59 West 46th Street, New York City, NY 10036-4120",40.757187,"New York City, NY 10036-4120",-73.9812456,The Hotel at Times Square,,4,3710,3,59 West 46th Street,,280,"Club Quarters Hotel, Times Square -Midtown",The Mansfield,Cambria Hotel & Suites - New York Times Square,Sofitel New York,The Iroquois New York,City Club Hotel,Cassa Hotel 45th Street New York,"The Algonquin Hotel Times Square, Autograph Collection",Hotel Central Fifth Avenue New York,Royalton New York Hotel,359,286,303,599,450,377,344,493,296,425
24,36,233,1144,3214,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"342 West 40th Street, New York City, NY 10018-1404",40.7566302,"New York City, NY 10018-1404",-73.9928511,Distrikt Hotel New York City,2127066100,4.5,5727,4,342 West 40th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=1503474&url=1,296,Hampton Inn Manhattan/Times Square South,Candlewood Suites New York City Times Square,Staybridge Suites Times Square - New York City,Holiday Inn Express New York City Times Square,Doubletree by Hilton New York Times Square West,Fairfield Inn & Suites New York Manhattan/Times Square,Four Points by Sheraton Midtown - Times Square,Pod Times Square,Courtyard New York Manhattan/Times Square West,"Homewood Suites by Hilton New York/Midtown Manhattan Times Square-South, NY",284,300,324,294,283,404,275,199,386,377
62,114,391,1149,1480,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"152 West 26th Street, New York City, NY 10001-6975",40.7455704,"New York City, NY 10001-6975",-73.9937662,Hilton New York Fashion District,18556050316,4,3586,4,152 West 26th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=1601249&url=1,424,Hampton Inn Manhattan-Chelsea,Holiday Inn NYC - Manhattan 6th Avenue - Chelsea,The New Yorker A Wyndham Hotel,Chelsea Inn - 17th Street,EVEN Hotel Times Square South,Midtown West Hotel,Crowne Plaza HY36 Midtown Manhattan,Stewart Hotel,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,TRYP HOTEL NYC - Times Square South by Wyndham,379,314,296,196,460,206,309,285,391,289
54,98,301,637,1043,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,"44 West 44th Street, New York City, NY 10036-6604",40.7555978,"New York City, NY 10036-6604",-73.9823094,Royalton New York Hotel,2128694400,4,2440,4,44 West 44th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=93610&url=1,425,"The Algonquin Hotel Times Square, Autograph Collection",Cassa Hotel 45th Street New York,City Club Hotel,The Iroquois New York,Sofitel New York,"Club Quarters Hotel, Times Square -Midtown",Hotel St. James,The Hotel at Times Square,The Mansfield,Radio City Apartments,493,344,377,450,599,359,229,280,286,216
173,246,504,760,540,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,"8 Stone Street, New York City, NY 10004-2202",40.7038971,"New York City, NY 10004-2202",-74.0122703,DoubleTree by Hilton Hotel New York City - Financial District,18556050318,3.5,2619,4,8 Stone Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=1858923&url=1,345,Hampton Inn Manhattan / Downtown - Financial District,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,Courtyard New York Downtown Manhattan / World Trade Center Area,RIFF Downtown,Fairfield Inn & Suites New York Downtown Manhattan/World Trade Center Area,W New York - Downtown,Holiday Inn Manhattan - Financial District,"Club Quarters Hotel, World Trade Center",New York Marriott Downtown,Residence Inn New York Downtown Manhattan/World Trade Center Area,322,360,469,249,419,529,380,314,560,513
75,113,293,1179,2195,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,"65 West 54th Street, New York City, NY 10019-5404",40.7624022,"New York City, NY 10019-5404",-73.9782725,Warwick New York,2122472700,4.5,4585,4,65 West 54th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=112064&url=1,0,Parker New York,Viceroy Central Park New York,West 57th Street by Hilton Club,Salisbury Hotel,Baccarat Hotel & Residences New York,The Jewel facing Rockefeller Center,JW Marriott Essex House New York,Park Hyatt New York,the Quin,New York Hilton Midtown,429,479,609,251,1295,323,629,1100,518,406
4,7,16,42,140,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,"114 E 32nd St, New York City, NY 10016-5506",40.745314,"New York City, NY 10016-5506",-73.9816485,The Marmara Park Avenue,2126039000,4.5,251,5,114 E 32nd St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=6610567&url=1,493,HGU New York,Hotel 32 32,Carlton Arms Hotel,Courtyard New York Manhattan/Fifth Avenue,Kitano New York,The Lex NYC,Andaz 5th Avenue,U Hotel Fifth Avenue,The Langham New York Fifth Avenue,The Mansfield,399,315,137,412,559,369,645,263,968,286
211,259,602,2458,4072,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,"570 10th Avenue, New York City, NY 10036-3001",40.7591568,"New York City, NY 10036-3001",-73.9954561,YOTEL New York,6464497700,4.5,11538,4,570 10th Avenue,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=2079052&url=1,260,Travel Inn Hotel New York,Cachet Boutique,Cassa Hotel Times Square,Comfort Inn Midtown West,Kimpton Ink48 Hotel,Holiday Inn Express Manhattan Midtown West,TRYP HOTEL NYC - Times Square South by Wyndham,Doubletree By Hilton - Times Square South,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,Hudson River Hotel,190,365,285,254,469,285,289,287,391,196
1,7,30,69,337,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"219 E 44th St, New York City, NY 10017-4305",40.751837,"New York City, NY 10017-4305",-73.972356,EVEN Hotel New York - Midtown East,18778595095,4.5,515,4,219 E 44th St,https://tripadvisor.com/Commerce?p=IHG&src=82174101&geo=10131859&from=Hotel_Review&area=URL_HOTEL&slot=1&matchID=1&oos=0&cnt=1&silo=30734&bucket=878220&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=102962947&managed=false&capped=false&gosox=bgdyf-ddsn1IeOj7xjxjNylZlF5Um4lX3gmdJUBKoxATMPA7e8r_-N6c-lL1W5S-iojDX3KD6DkgilPWhvtNfTOeO43nOBZ-b5EdMNeveG0&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=4&inYear=2018&outMonth=4&outYear=2018&def_d=true&cs=19b29141ad7a8f7fefe5ed541a0979b70,359,Hampton Inn Manhattan Grand Central,The Bernic Hotel,Residence Inn New York Manhattan / Midtown East,New York Marriott East Side,Hotel 48LEX New York,Best Western Plus Hospitality House,W New York,"The Lexington Hotel, Autograph Collection",Roger Smith Hotel,San Carlos Hotel,429,399,459,539,404,561,351,500,350,324
9,13,52,241,267,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"150 Delancey Street, New York City, NY 10002-3308",40.7182444,"New York City, NY 10002-3308",-73.9862398,Holiday Inn NYC - Lower East Side,18778595095,4,738,4,150 Delancey Street,https://tripadvisor.com/Commerce?p=IHG&src=48048413&geo=3236642&from=Hotel_Review&area=URL_HOTEL&slot=1&matchID=1&oos=0&cnt=1&silo=30734&bucket=878220&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=102962948&managed=false&capped=false&gosox=bgdyf-ddsn1IeOj7xjxjNylZlF5Um4lX3gmdJUBKoxATMPA7e8r_-N6c-lL1W5S-CGi9yFg1D84UXuQzbaiR7DKZ1CeH5ZPExgajF99AXl8&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=4&inYear=2018&outMonth=4&outYear=2018&def_d=true&cs=136b3c6b96b0ad9d2b465b76e61a099dc,297,The Ludlow New York City,Redford Hotel,Hotel Indigo Lower East Side New York,Hotel on Rivington,SIXTY LES,Orchard Street Hotel,The Ridge Hotel,Blue Moon Hotel,The Gatsby Hotel,Seafarers & International House,305,188,399,308,417,278,248,98,288,128
8,13,34,99,353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"85 West Broadway, New York City, NY 10007-1045",40.7152136,"New York City, NY 10007-1045",-74.0091257,Smyth Hotel,,4.5,555,5,85 West Broadway,,422,The Frederick Hotel,Four Seasons Hotel New York Downtown,Greenwich Hotel,Millennium Hilton New York Downtown,Duane Street Hotel,Holiday Inn New York City - Wall Street,Residence Inn New York Downtown Manhattan/World Trade Center Area,"Club Quarters Hotel, Wall Street",AKA Wall Street,"The Beekman, A Thompson Hotel",365,890,625,464,395,300,513,296,455,495
37,66,148,599,809,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"52 W 36th St # 54, New York City, NY 10018-8029",40.7504231,"New York City, NY 10018-8029",-73.9858266,Hyatt Place New York Midtown South,18888821234,4,2109,3,52 W 36th St # 54,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=2554351&url=0,479,Best Western Premier Herald Square,Hotel Metro,Holiday Inn Express Manhattan Times Square South,Embassy Suites by Hilton New York Midtown Manhattan,The Gregory Hotel New York,Hampton Inn Manhattan-35th St/Empire State Bldg,Americana Inn,Hilton Garden Inn New York/West 35th Street,Refinery Hotel,Residence Inn New York Manhattan/Times Square,317,394,529,419,318,341,170,429,520,474
85,146,385,758,685,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"235 W 35th St, New York City, NY 10001-1901",40.7523563,"New York City, NY 10001-1901",-73.9912901,Wingate by Wyndham Manhattan Midtown,18003370070,4,2322,3,235 W 35th St,https://tripadvisor.com/Commerce?p=Wyndham1&src=43113790&geo=620040&from=Hotel_Review&area=URL_HOTEL&slot=1&matchID=1&oos=0&cnt=1&silo=30889&bucket=878520&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=102962953&managed=false&capped=false&gosox=M1_iCxvti1qlg0seVCZ5yXGtI8IPoxA8nWGX35aGFGFxpbZ1tZu3rpzjtVw0u_-P8VCNyaI0fQ5SDnWMdD9_dDMYlaTG7AS5F1ebE1mdJw0&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=4&inYear=2018&outMonth=4&outYear=2018&def_d=true&cs=11c6b5d77f88f4b3d0046a485eec1bb2d,332,Renaissance New York Midtown Hotel,Manhattan Broadway Hotel,Hotel Pennsylvania,Holiday Inn New York City - Times Square,Comfort Inn Times Square South,Element New York Times Square West,Stewart Hotel,Courtyard New York Manhattan/Chelsea,Courtyard New York Manhattan/Times Square West,AC Hotel Times Square,455,197,217,359,239,309,285,417,386,379
29,25,88,282,310,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"373 5th Ave, New York City, NY 10016-3307",40.7490747,"New York City, NY 10016-3307",-73.9836687,U Hotel Fifth Avenue,,4,1106,3,373 5th Ave,,263,The Langham New York Fifth Avenue,Hotel 32 32,HGU New York,The Bryant Park Hotel,Fairfield Inn & Suites New York Manhattan/Fifth Avenue,Avalon Hotel,SpringHill Suites New York Midtown Manhattan/Fifth Avenue,"Marriott Vacation Club Pulse, New York City",Refinery Hotel,Best Western Premier Herald Square,968,315,399,495,350,338,436,341,520,317
4,7,42,215,271,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"181 Varick St, New York City, NY 10014-4602",40.7275441,"New York City, NY 10014-4602",-74.0057975,Courtyard New York Manhattan/SoHo,18446310595,4.5,588,3,181 Varick St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=1845644&url=0,427,Four Points by Sheraton Manhattan SoHo Village,The Dominick Hotel,Hampton Inn Manhattan-SoHo,The James New York - SoHo,Hilton Garden Inn New York/Tribeca,Soho Grand Hotel,Sheraton Tribeca New York Hotel,Arlo SoHo,The Roxy Hotel Tribeca,SIXTY SoHo,360,465,309,446,323,484,339,287,356,625
71,109,273,1005,1567,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"345 West 35th Street, New York City, NY 10001-1701",40.7536704,"New York City, NY 10001-1701",-73.9946686,TRYP HOTEL NYC - Times Square South by Wyndham,18005313992,4.5,4062,4,345 West 35th Street,https://tripadvisor.com/Commerce?p=Wyndham1&src=124053546&geo=2253206&from=Hotel_Review&area=URL_HOTEL&slot=1&matchID=1&oos=0&cnt=1&silo=30889&bucket=878520&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=102962958&managed=false&capped=false&gosox=M1_iCxvti1qlg0seVCZ5yXGtI8IPoxA8nWGX35aGFGFxpbZ1tZu3rpzjtVw0u_-PQJ7dO_mVYm67oMO5WLNAWf-4MKi2d2MJlQq9V0iJc6k&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=4&inYear=2018&outMonth=4&outYear=2018&def_d=true&cs=18b4509326b223e360ebc2f8e4d9421ae,289,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,Doubletree By Hilton - Times Square South,Cassa Hotel Times Square,EVEN Hotel Times Square South,Crowne Plaza HY36 Midtown Manhattan,Hilton Garden Inn New York Times Square South,The New Yorker A Wyndham Hotel,Midtown West Hotel,"Homewood Suites by Hilton New York/Midtown Manhattan Times Square-South, NY",YOTEL New York,391,287,285,460,309,263,296,206,377,260
10,9,51,301,712,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"150 East 50th Street, New York City, NY 10022-9500",40.7559053,"New York City, NY 10022-9500",-73.9715702,San Carlos Hotel,2127551800,4.5,1516,4,150 East 50th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=80112&url=1,324,The Kimberly Hotel,DoubleTree by Hilton Hotel Metropolitan - New York City,The Benjamin,Best Western Plus Hospitality House,Fifty NYC-an Affinia hotel,W New York,The Vanderbilt YMCA,New York Marriott East Side,Residence Inn New York Manhattan / Midtown East,The Bernic Hotel,469,325,459,561,349,351,109,539,459,399
48,86,189,590,1751,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"75 Wall Street, New York City, NY 10005-2833",40.7051691,"New York City, NY 10005-2833",-74.008024,Andaz Wall Street,2125901234,4.5,3095,4,75 Wall Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=1485961&url=0,376,Q&A Residential Hotel,Holiday Inn Express New York City-Wall Street,AKA Wall Street,"Club Quarters Hotel, Wall Street","Gild Hall, a Thompson Hotel",Holiday Inn New York City - Wall Street,Four Points by Sheraton New York Downtown,Eurostars Wall Street,Aloft Manhattan Downtown Financial District,"The Beekman, A Thompson Hotel",429,354,455,296,449,300,389,230,359,495
11,19,55,173,419,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"38 W 36th St, New York City, NY 10018-8078",40.7502665,"New York City, NY 10018-8078",-73.9854708,Executive Hotel LeSoleil,2126950003,4.5,861,4,38 W 36th St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=7816364&url=1,0,Best Western Premier Herald Square,Hyatt Place New York Midtown South,Hotel Metro,Embassy Suites by Hilton New York Midtown Manhattan,Refinery Hotel,Americana Inn,The Gregory Hotel New York,Holiday Inn Express Manhattan Times Square South,"Marriott Vacation Club Pulse, New York City",SpringHill Suites New York Midtown Manhattan/Fifth Avenue,317,479,394,419,520,170,318,529,341,436
196,215,513,1104,1273,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"870 Seventh Avenue at 56th Street, New York City, NY 10019",40.7646838,"New York City, NY 10019",-73.9812123,Park Central Hotel New York,2127075700,4,5149,4,870 Seventh Avenue at 56th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=93520&url=0,286,The Manhattan Club,Wellington Hotel,Dream Midtown,The London NYC,Trump International Hotel and Tower New York,Courtyard by Marriott New York Manhattan/Central Park,Residence Inn New York Manhattan/Central Park,Ameritania Hotel,The Michelangelo Hotel,Moderne Hotel,346,273,333,542,788,444,458,292,430,298
54,101,280,1173,3381,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"45 West 44th Street, New York City, NY 10036-6613",40.7558245,"New York City, NY 10036-6613",-73.9819546,Sofitel New York,2123548844,4.5,6815,4,45 West 44th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=208454&url=0,599,The Iroquois New York,City Club Hotel,Cassa Hotel 45th Street New York,"The Algonquin Hotel Times Square, Autograph Collection",Royalton New York Hotel,"Club Quarters Hotel, Times Square -Midtown",The Hotel at Times Square,The Mansfield,Andaz 5th Avenue,Courtyard New York Manhattan/Fifth Avenue,450,377,344,493,425,359,280,286,645,412
